Name,Twitter,Discord,DiscordId,Reward,answer,Quest,Address,Status,Date,ReviewedById,ReviewDate
"John_K","jwaitforitk_eth","","","1 SeaPoint + 10 XP","","Twitter follow 🌈","0xF19E6b923Fbc42f34B522324954Ef2c747618d96","success","27/01/2023","",""
